,Lifespan,Stimulated_Activity,,,,,,,,,,,,,,,,Baseline_Activity,,,,,,,,,,,,,,,
JU775,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JU775,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ED3017,21,86,144,112,193,119,39,0,157,565,127,10,NaN,NaN,NaN,NaN,NaN,0,0,98,145,104,53,0,89,827,1701,0,NaN,NaN,NaN,NaN,NaN
ED3017,18,68,154,130,42,112,115,0,231,121,17,NaN,NaN,NaN,NaN,NaN,NaN,0,79,125,0,142,120,20,226,31,324,NaN,NaN,NaN,NaN,NaN,NaN
ED3017,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ED3017,18,112,47,382,91,57,43,13,180,19,81,NaN,NaN,NaN,NaN,NaN,NaN,0,109,69,118,76,8,802,123,70,85,NaN,NaN,NaN,NaN,NaN,NaN
ED3017,18,112,116,224,110,143,151,58,259,238,149,NaN,NaN,NaN,NaN,NaN,NaN,6,20,188,216,37,104,1837,158,196,69,NaN,NaN,NaN,NaN,NaN,NaN
ED3017,18,165,127,110,225,28,138,33,128,147,0,NaN,NaN,NaN,NaN,NaN,NaN,143,251,31,243,108,74,990,193,197,91,NaN,NaN,NaN,NaN,NaN,NaN
ED3017,18,127,241,58,732,187,157,29,1,19,39,NaN,NaN,NaN,NaN,NaN,NaN,23,139,169,639,149,88,37,127,4,82,NaN,NaN,NaN,NaN,NaN,NaN
ED3017,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ED3017,18,138,123,130,227,58,147,11,186,45,142,NaN,NaN,NaN,NaN,NaN,NaN,1,114,191,592,213,157,142,115,0,99,NaN,NaN,NaN,NaN,NaN,NaN
ED3017,18,48,202,156,105,190,88,3,143,14,10,NaN,NaN,NaN,NaN,NaN,NaN,1,101,78,163,167,0,50,150,24,0,NaN,NaN,NaN,NaN,NaN,NaN
ED3017,24,185,251,344,206,129,127,12,116,49,73,0,68,NaN,NaN,NaN,NaN,158,248,273,267,175,53,235,225,67,75,0,0,NaN,NaN,NaN,NaN
ED3017,18,90,119,95,210,45,164,208,143,140,72,NaN,NaN,NaN,NaN,NaN,NaN,19,123,101,198,145,153,133,66,138,124,NaN,NaN,NaN,NaN,NaN,NaN
ED3017,18,78,101,121,75,84,162,61,32,46,0,NaN,NaN,NaN,NaN,NaN,NaN,31,105,87,60,95,100,88,95,55,24,NaN,NaN,NaN,NaN,NaN,NaN
ED3017,18,0,0,49,55,27,11,0,118,44,6,NaN,NaN,NaN,NaN,NaN,NaN,0,0,163,42,22,48,0,18,30,0,NaN,NaN,NaN,NaN,NaN,NaN
ED3017,14,0,135,28,1,10,226,76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,247,50,61,0,31,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ED3017,18,0,42,85,190,208,222,57,15,12,13,NaN,NaN,NaN,NaN,NaN,NaN,0,44,110,195,210,197,34,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN
ED3017,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ED3017,16,103,16,135,162,91,82,49,233,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,132,151,57,96,88,57,166,73,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ED3017,24,67,176,176,229,175,0,189,18,106,0,0,9,NaN,NaN,NaN,NaN,32,139,209,180,181,94,148,1,134,0,0,0,NaN,NaN,NaN,NaN
ED3017,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY16,24,0,116,49,49,20,215,51,16,448,130,20,4,NaN,NaN,NaN,NaN,110,20,40,0,240,160,170,151,38,1267,0,6,NaN,NaN,NaN,NaN
MY16,21,148,184,125,113,120,164,28,91,34,147,0,NaN,NaN,NaN,NaN,NaN,62,72,35,29,96,268,38,97,106,84,15,NaN,NaN,NaN,NaN,NaN
MY16,21,65,80,94,0,84,51,106,79,26,121,43,NaN,NaN,NaN,NaN,NaN,0,27,42,0,48,146,156,66,87,3,0,NaN,NaN,NaN,NaN,NaN
MY16,18,122,17,109,60,120,86,308,107,37,1,NaN,NaN,NaN,NaN,NaN,NaN,108,19,19,15,40,60,1434,10,6,29,NaN,NaN,NaN,NaN,NaN,NaN
MY16,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY16,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY16,18,164,183,262,335,53,195,229,105,18,49,NaN,NaN,NaN,NaN,NaN,NaN,2,279,82,191,1,229,76,238,13,188,NaN,NaN,NaN,NaN,NaN,NaN
MY16,24,85,16,165,298,271,179,190,115,78,115,26,0,NaN,NaN,NaN,NaN,55,134,134,255,140,212,208,127,0,226,16,6,NaN,NaN,NaN,NaN
MY16,21,177,198,177,317,305,150,290,223,200,21,0,NaN,NaN,NaN,NaN,NaN,11,100,264,230,405,110,211,149,52,16,37,NaN,NaN,NaN,NaN,NaN
MY16,21,142,37,100,206,242,251,62,87,21,0,7,NaN,NaN,NaN,NaN,NaN,27,167,250,263,268,338,94,108,143,0,0,NaN,NaN,NaN,NaN,NaN
MY16,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY16,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY16,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY16,16,63,21,154,48,90,9,1,6,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23,85,145,7,41,142,0,7,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MY16,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY16,24,2,63,41,97,42,77,43,86,203,171,0,7,NaN,NaN,NaN,NaN,123,44,21,159,135,233,12,53,84,48,0,0,NaN,NaN,NaN,NaN
MY16,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY16,16,0,2,32,0,30,90,0,136,29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,3,19,15,97,0,99,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MY16,18,97,13,62,25,38,36,121,6,42,72,NaN,NaN,NaN,NaN,NaN,NaN,78,30,144,19,108,206,118,145,154,18,NaN,NaN,NaN,NaN,NaN,NaN
MY16,14,2,4,22,24,82,68,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,0,17,0,81,110,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CB4856,21,89,95,138,206,48,0,7,0,57,21,124,NaN,NaN,NaN,NaN,NaN,34,58,14,0,0,94,18,0,1025,746,103,NaN,NaN,NaN,NaN,NaN
CB4856,18,89,148,93,94,87,56,38,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,107,103,52,0,0,48,50,0,373,218,NaN,NaN,NaN,NaN,NaN,NaN
CB4856,18,0,70,17,59,27,0,0,0,12,46,NaN,NaN,NaN,NaN,NaN,NaN,0,0,204,68,6,0,0,0,5,0,NaN,NaN,NaN,NaN,NaN,NaN
CB4856,18,42,129,121,50,178,67,57,95,139,46,NaN,NaN,NaN,NaN,NaN,NaN,11,133,1183,131,94,0,589,131,57,0,NaN,NaN,NaN,NaN,NaN,NaN
CB4856,21,126,164,55,28,194,157,11,184,32,10,0,NaN,NaN,NaN,NaN,NaN,104,59,63,68,115,100,2074,166,24,8,53,NaN,NaN,NaN,NaN,NaN
CB4856,18,202,169,57,34,117,252,126,259,0,34,NaN,NaN,NaN,NaN,NaN,NaN,145,182,50,63,214,213,1354,127,29,3,NaN,NaN,NaN,NaN,NaN,NaN
CB4856,24,147,143,245,40,108,108,174,64,298,0,32,90,NaN,NaN,NaN,NaN,84,37,129,132,131,152,170,169,30,15,0,26,NaN,NaN,NaN,NaN
CB4856,18,203,226,222,214,174,265,7,215,200,62,NaN,NaN,NaN,NaN,NaN,NaN,166,208,243,1316,112,244,102,262,153,42,NaN,NaN,NaN,NaN,NaN,NaN
CB4856,18,140,31,193,46,104,290,110,166,37,95,NaN,NaN,NaN,NaN,NaN,NaN,146,214,394,1514,121,242,244,84,72,139,NaN,NaN,NaN,NaN,NaN,NaN
CB4856,18,187,142,116,186,40,100,129,112,26,130,NaN,NaN,NaN,NaN,NaN,NaN,13,202,6,716,86,82,38,166,0,155,NaN,NaN,NaN,NaN,NaN,NaN
CB4856,16,184,81,143,142,65,48,0,4,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18,130,218,29,102,19,52,55,118,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CB4856,15,140,183,97,217,197,203,112,54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72,98,114,119,45,266,155,23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CB4856,16,51,119,126,21,53,6,2,52,136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42,59,186,47,65,79,0,0,103,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CB4856,16,38,22,172,42,100,162,0,70,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,78,108,5,266,141,0,146,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CB4856,24,227,332,248,261,199,386,305,31,46,0,0,0,NaN,NaN,NaN,NaN,81,281,88,279,378,246,147,106,54,0,0,84,NaN,NaN,NaN,NaN
CB4856,15,120,204,175,147,0,32,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,150,169,159,180,3,6,97,83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CB4856,18,128,170,66,111,41,220,0,26,22,0,NaN,NaN,NaN,NaN,NaN,NaN,126,83,110,239,87,199,0,40,0,5,NaN,NaN,NaN,NaN,NaN,NaN
CB4856,18,28,21,166,207,102,209,31,156,27,36,NaN,NaN,NaN,NaN,NaN,NaN,41,28,163,1,14,177,52,18,20,0,NaN,NaN,NaN,NaN,NaN,NaN
CB4856,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB4856,18,105,221,194,41,152,57,0,0,2,73,NaN,NaN,NaN,NaN,NaN,NaN,155,68,215,126,46,125,121,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
MY23,24,185,18,256,97,210,248,88,0,0,0,0,12,NaN,NaN,NaN,NaN,20,28,239,74,16,41,46,6,0,0,0,36,NaN,NaN,NaN,NaN
MY23,21,124,99,163,37,106,88,60,32,0,0,90,NaN,NaN,NaN,NaN,NaN,133,0,77,237,213,96,108,82,0,0,0,NaN,NaN,NaN,NaN,NaN
MY23,12,34,28,19,0,1,150,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,102,23,18,0,23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MY23,14,107,76,144,8,102,117,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63,139,102,40,156,135,27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MY23,15,66,50,51,67,122,157,114,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,60,21,23,15,154,0,42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MY23,15,113,35,55,137,116,107,55,120,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22,79,5,214,49,70,66,41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MY23,15,140,152,220,305,141,114,162,67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,151,42,185,255,108,227,100,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MY23,15,69,26,95,103,43,46,54,23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120,135,7,130,45,52,94,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MY23,18,7,86,108,100,4,78,129,80,8,8,NaN,NaN,NaN,NaN,NaN,NaN,0,169,91,7,0,66,58,5,5,0,NaN,NaN,NaN,NaN,NaN,NaN
MY23,18,88,106,31,157,74,184,185,112,0,8,NaN,NaN,NaN,NaN,NaN,NaN,30,152,126,32,21,69,184,95,0,0,NaN,NaN,NaN,NaN,NaN,NaN
MY23,18,0,30,45,61,66,18,92,1,0,12,NaN,NaN,NaN,NaN,NaN,NaN,0,33,22,126,164,13,104,0,11,0,NaN,NaN,NaN,NaN,NaN,NaN
MY23,21,63,130,164,313,202,248,160,181,87,21,39,NaN,NaN,NaN,NaN,NaN,24,159,124,129,333,127,175,123,134,54,0,NaN,NaN,NaN,NaN,NaN
MY23,29.5,176,275,278,191,345,64,42,103,0,69,0,52,0,0,NaN,NaN,15,146,79,56,293,68,7,110,13,153,0,7,0,88,NaN,NaN
MY23,16,95,2,8,18,3,33,0,74,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,40,0,75,16,4,0,50,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MY23,15,145,136,5,180,89,92,25,205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,95,73,71,262,28,41,44,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MY23,24,83,191,194,249,307,228,37,63,0,0,0,6,NaN,NaN,NaN,NaN,161,149,134,293,0,195,86,4,0,0,0,0,NaN,NaN,NaN,NaN
MY23,14,134,150,175,112,242,104,71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,107,161,143,117,31,178,113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MY23,14,130,184,93,102,193,148,115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,126,167,6,50,255,173,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MY23,16,82,136,269,316,94,235,1,156,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,123,144,182,16,197,144,120,53,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MY23,16,0,0,9,212,123,16,0,100,24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,18,5,25,0,61,95,46,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DL238,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DL238,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DL238,18,124,32,199,20,55,49,233,4,1,112,NaN,NaN,NaN,NaN,NaN,NaN,187,64,285,53,98,71,241,62,34,215,NaN,NaN,NaN,NaN,NaN,NaN
DL238,18,0,49,0,102,244,249,285,30,35,17,NaN,NaN,NaN,NaN,NaN,NaN,0,67,16,268,313,190,225,2,18,0,NaN,NaN,NaN,NaN,NaN,NaN
DL238,15,154,49,190,173,217,116,50,47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,138,27,79,218,266,108,8,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DL238,18,39,110,36,88,0,107,55,3,0,0,NaN,NaN,NaN,NaN,NaN,NaN,35,38,44,75,0,9,54,6,65,163,NaN,NaN,NaN,NaN,NaN,NaN
DL238,21,213,242,109,88,131,76,45,180,63,2,34,NaN,NaN,NaN,NaN,NaN,225,106,172,31,56,196,33,155,213,60,15,NaN,NaN,NaN,NaN,NaN
DL238,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DL238,16,70,145,42,21,51,176,93,24,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,101,202,1,136,67,39,0,66,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DL238,21,162,129,28,130,255,102,55,115,14,0,12,NaN,NaN,NaN,NaN,NaN,14,227,37,61,225,182,105,127,55,0,0,NaN,NaN,NaN,NaN,NaN
DL238,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DL238,16,242,157,68,215,121,125,144,130,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,234,148,75,356,98,72,127,0,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DL238,18,52,114,32,213,57,69,0,38,0,64,NaN,NaN,NaN,NaN,NaN,NaN,91,123,59,270,154,124,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
DL238,14,148,34,41,134,32,0,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96,83,61,158,130,138,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DL238,16,195,80,169,220,90,98,205,171,121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,212,81,37,168,179,155,19,316,121,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DL238,18,5,291,238,162,73,153,103,194,0,109,NaN,NaN,NaN,NaN,NaN,NaN,0,48,226,140,118,419,121,32,0,122,NaN,NaN,NaN,NaN,NaN,NaN
DL238,15,0,53,87,34,1,181,108,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,65,79,35,23,187,8,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DL238,15,0,97,206,0,0,21,119,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,132,157,14,9,205,69,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DL238,15,0,0,251,53,0,157,29,83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,115,331,24,0,159,25,73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DL238,16,177,72,245,29,0,291,112,182,32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,229,318,159,68,6,252,128,126,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN
JU258,18,162,122,111,95,26,151,65,10,0,228,NaN,NaN,NaN,NaN,NaN,NaN,146,128,136,32,96,30,111,9,0,0,NaN,NaN,NaN,NaN,NaN,NaN
JU258,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JU258,16,107,204,83,54,167,19,896,147,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,197,60,7,134,31,74,92,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
JU258,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JU258,18,2,181,3,114,209,37,163,36,15,213,NaN,NaN,NaN,NaN,NaN,NaN,0,134,44,23,30,0,0,0,21,89,NaN,NaN,NaN,NaN,NaN,NaN
JU258,18,210,92,99,156,155,189,111,254,29,126,NaN,NaN,NaN,NaN,NaN,NaN,171,204,101,139,70,168,115,146,134,84,NaN,NaN,NaN,NaN,NaN,NaN
JU258,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JU258,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JU258,15,82,103,86,0,65,156,0,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,7,53,46,126,51,15,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
JU258,14,1,124,65,164,44,101,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,125,99,89,135,0,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
JU258,24,209,221,265,204,26,216,280,149,208,152,24,20,NaN,NaN,NaN,NaN,118,210,206,161,50,282,164,182,142,103,0,0,NaN,NaN,NaN,NaN
JU258,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JU258,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JU258,15,31,8,97,96,64,27,50,47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,5,36,28,9,0,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
JU258,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JU258,18,28,134,112,107,37,61,33,42,2,9,NaN,NaN,NaN,NaN,NaN,NaN,0,131,8,49,74,34,9,16,48,64,NaN,NaN,NaN,NaN,NaN,NaN
JU258,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JU258,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JU258,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JU258,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0