gwtrait	gwchr	gwpeak	mediator	multi_abs_est	multi_padjust	var	estimate	ci_lower	ci_upper	prob	mediator_gene	e_peak	eQTL_classification
t97_mean	II	38586	E04D5.3.2	0.00811290634934489	0.752	NA	NA	NA	NA	NA	cut-4	1186497	Distant eQTL
t97_mean	II	38586	T13B5.4.1	0.0027883376919121097	0.755	NA	NA	NA	NA	NA	col-40	1107654	Local eQTL
t97_mean	II	38586	C24H12.7	0.01566439268894876	0.756	NA	NA	NA	NA	NA	C24H12.7	88086	Local eQTL
t97_mean	II	38586	T13B5.3.2	0.012266227339675358	0.756	NA	NA	NA	NA	NA	pho-14	1100853	Local eQTL
t97_mean	II	38586	C05D11.6a.1	0.004150976995119634	0.758	NA	NA	NA	NA	NA	nas-4	946924	Distant eQTL
t97_mean	II	38586	T13B5.4.2	0.006903083344384298	0.759	NA	NA	NA	NA	NA	col-40	1107654	Local eQTL
t97_mean	II	38586	W04H10.1.1	0.01632417499099892	0.761	NA	NA	NA	NA	NA	W04H10.1	813436	Local eQTL
t97_mean	II	38586	C52E2.4.1	0.020859823974008974	0.762	NA	NA	NA	NA	NA	C52E2.4	2198780	Local eQTL
t97_mean	II	38586	Y45F10D.14.1	0.0074656675264882155	0.763	NA	NA	NA	NA	NA	Y45F10D.14	946924	Distant eQTL
t97_mean	II	38586	C06C3.4.1	0.0028307060657726357	0.768	NA	NA	NA	NA	NA	C06C3.4	946924	Distant eQTL
t97_mean	II	38586	F42G2.5.1	0.0027600051465132085	0.769	NA	NA	NA	NA	NA	F42G2.5	2181630	Local eQTL
t97_mean	II	38586	F47F6.1d.1	0.0018598433759597524	0.769	NA	NA	NA	NA	NA	lin-42	1204125	Local eQTL
t97_mean	II	38586	C03H5.1.2	0.027657772461628743	0.78	NA	NA	NA	NA	NA	clec-10	406190	Local eQTL
t97_mean	II	38586	F52C6.4.2	0.005616476148600328	0.782	NA	NA	NA	NA	NA	F52C6.4	1069724	Local eQTL
t97_mean	II	38586	F59H6.4	0.0038552620066899888	0.786	NA	NA	NA	NA	NA	math-32	1734572	Local eQTL
t97_mean	II	38586	H17B01.3	0.0024041197062976707	0.789	NA	NA	NA	NA	NA	lips-14	1676521	Local eQTL
t97_mean	II	38586	Y54G11A.14a.1	0.005567692288760768	0.794	NA	NA	NA	NA	NA	Y54G11A.14	1209937	Distant eQTL
t97_mean	II	38586	B0047.5	0.014099208946758616	0.797	NA	NA	NA	NA	NA	bath-14	1739882	Local eQTL
t97_mean	II	38586	F56F11.4a.1	0.00395079353426879	0.799	NA	NA	NA	NA	NA	F56F11.4	1462989	Distant eQTL
t97_mean	II	38586	K02B12.6.1	0.0025888876102170668	0.8	NA	NA	NA	NA	NA	K02B12.6	946924	Distant eQTL
t97_mean	II	38586	F41C6.5.2	0.01453300991296287	0.801	NA	NA	NA	NA	NA	col-173	946924	Distant eQTL
t97_mean	II	38586	T02H6.5.1	0.005163419002390244	0.804	NA	NA	NA	NA	NA	T02H6.5	671584	Local eQTL
t97_mean	II	38586	F20D6.1.1	0.00639708771094478	0.806	NA	NA	NA	NA	NA	F20D6.1	1100853	Distant eQTL
t97_mean	II	38586	Y69H2.3g.1	0.0014118270838114535	0.807	NA	NA	NA	NA	NA	Y69H2.3	587549	Distant eQTL
t97_mean	II	38586	F58E1.12.1	0.0058657646580807295	0.808	NA	NA	NA	NA	NA	fbxc-26	1534403	Local eQTL
t97_mean	II	38586	F22E5.13.2	0.002932476638494671	0.811	NA	NA	NA	NA	NA	F22E5.13	946924	Distant eQTL
t97_mean	II	38586	F45D11.5.1	0.004346328399228722	0.812	NA	NA	NA	NA	NA	F45D11.5	1264425	Local eQTL
t97_mean	II	38586	Y56A3A.7a.1	0.007598918219479244	0.812	NA	NA	NA	NA	NA	Y56A3A.7	946924	Distant eQTL
t97_mean	II	38586	B0344.2.2	0.0026958840665780013	0.815	NA	NA	NA	NA	NA	wrt-9	946924	Distant eQTL
t97_mean	II	38586	W10D9.3a.2	0.003058078823531174	0.815	NA	NA	NA	NA	NA	W10D9.3	333781	Local eQTL
t97_mean	II	38586	C48D1.7	0.0034910575896752558	0.823	NA	NA	NA	NA	NA	C48D1.7	9780	Distant eQTL
t97_mean	II	38586	K05F6.11.1	0.003192189430319488	0.823	NA	NA	NA	NA	NA	poml-4	1489520	Local eQTL
t97_mean	II	38586	ZK1055.4.2	0.0070625890195442215	0.823	NA	NA	NA	NA	NA	ZK1055.4	630902	Distant eQTL
t97_mean	II	38586	C16C4.4b.1	0.007922982764702512	0.824	NA	NA	NA	NA	NA	math-14	831616	Distant eQTL
t97_mean	II	38586	F29B9.9a.1	0.008165274924792664	0.824	NA	NA	NA	NA	NA	col-111	946924	Distant eQTL
t97_mean	II	38586	Y110A2AM.3a.2	0.012357879021034711	0.825	NA	NA	NA	NA	NA	ubc-26	2724907	Local eQTL
t97_mean	II	38586	F45D11.16.1	0.004093566705947697	0.828	NA	NA	NA	NA	NA	F45D11.16	968720	Local eQTL
t97_mean	II	38586	K05F6.2.1	0.0011073631174947857	0.828	NA	NA	NA	NA	NA	fbxb-50	1521913	Local eQTL
t97_mean	II	38586	W07E6.3b.1	0.010219378432715167	0.829	NA	NA	NA	NA	NA	sms-5	799753	Local eQTL
t97_mean	II	38586	F54H12.4.1	0.004965909180463372	0.831	NA	NA	NA	NA	NA	F54H12.4	2238305	Distant eQTL
t97_mean	II	38586	F16B4.9.1	0.0015507240515913328	0.834	NA	NA	NA	NA	NA	nhr-178	946924	Distant eQTL
t97_mean	II	38586	F22B3.1.1	0.0026575405359616547	0.834	NA	NA	NA	NA	NA	his-64	1085131	Distant eQTL
t97_mean	II	38586	F28A10.3.1	0.0014777048447956024	0.834	NA	NA	NA	NA	NA	F28A10.3	837397	Local eQTL
t97_mean	II	38586	R09E10.4	0.001870851410852023	0.834	NA	NA	NA	NA	NA	acs-23	946924	Distant eQTL
t97_mean	II	38586	C33C12.7.1	0.00785336395317198	0.838	NA	NA	NA	NA	NA	C33C12.7	1243162	Local eQTL
t97_mean	II	38586	T11A5.6c.1	0.002676964074564862	0.838	NA	NA	NA	NA	NA	clp-9	1186497	Distant eQTL
t97_mean	II	38586	Y16E11A.4.2	0.004917728720077752	0.839	NA	NA	NA	NA	NA	Y16E11A.4	1161110	Local eQTL
t97_mean	II	38586	R07C3.4.1	0.001806308478767274	0.844	NA	NA	NA	NA	NA	acs-15	1174255	Local eQTL
t97_mean	II	38586	M195.3.2	0.0034776755451505254	0.845	NA	NA	NA	NA	NA	amt-3	946924	Distant eQTL
t97_mean	II	38586	C08G5.2.1	0.012020820902386185	0.847	NA	NA	NA	NA	NA	fbxc-48	749717	Local eQTL
t97_mean	II	38586	C32B5.1a.1	0.0016921607969795996	0.847	NA	NA	NA	NA	NA	fbxc-40	965612	Local eQTL
t97_mean	II	38586	F22E5.12.1	0.0059044701897371646	0.849	NA	NA	NA	NA	NA	F22E5.12	2631593	Local eQTL
t97_mean	II	38586	C08E3.8.1	0.007431316640459379	0.853	NA	NA	NA	NA	NA	fbxa-165	873752	Local eQTL
t97_mean	II	38586	C16A11.4a.2	0.00602742010435195	0.855	NA	NA	NA	NA	NA	C16A11.4	2471333	Distant eQTL
t97_mean	II	38586	F13H10.5.1	0.004105207421911929	0.857	NA	NA	NA	NA	NA	F13H10.5	775060	Distant eQTL
t97_mean	II	38586	R07C3.2b.1	0.00374376315297151	0.858	NA	NA	NA	NA	NA	fbxc-36	935213	Local eQTL
t97_mean	II	38586	ZC204.11	0.008843180912315654	0.859	NA	NA	NA	NA	NA	btb-13	1604326	Local eQTL
t97_mean	II	38586	Y39F10C.1b.1	0.006145751424935366	0.863	NA	NA	NA	NA	NA	Y39F10C.1	622528	Local eQTL
t97_mean	II	38586	C23H3.5.2	0.0030546490982153555	0.864	NA	NA	NA	NA	NA	C23H3.5	1186497	Distant eQTL
t97_mean	II	38586	F13A7.12.1	0.004127444214108321	0.864	NA	NA	NA	NA	NA	F13A7.12	595411	Distant eQTL
t97_mean	II	38586	C50D2.9.2	0.007925906599508759	0.865	NA	NA	NA	NA	NA	C50D2.9	619371	Local eQTL
t97_mean	II	38586	W10D9.5a.1	0.017449180388600605	0.865	NA	NA	NA	NA	NA	tomm-22	456592	Local eQTL
t97_mean	II	38586	C40A11.8.1	0.002191728828210173	0.868	NA	NA	NA	NA	NA	C40A11.8	1224887	Local eQTL
t97_mean	II	38586	C06G1.1a.1	0.005584609124719228	0.871	NA	NA	NA	NA	NA	C06G1.1	946924	Distant eQTL
t97_mean	II	38586	ZK250.2.1	0.008517322038361724	0.871	NA	NA	NA	NA	NA	ZK250.2	1510086	Local eQTL
t97_mean	II	38586	F53B7.2a.1	6.638670704981451e-4	0.873	NA	NA	NA	NA	NA	frpr-9	946924	Distant eQTL
t97_mean	II	38586	Y51H7C.2.1	0.002191529962244118	0.873	NA	NA	NA	NA	NA	scl-17	1463718	Local eQTL
t97_mean	II	38586	F26G1.6b.1	0.005030320648787483	0.874	NA	NA	NA	NA	NA	nep-12	551358	Distant eQTL
t97_mean	II	38586	Y71H2B.2.2	0.0025102188231913096	0.874	NA	NA	NA	NA	NA	Y71H2B.2	2154970	Distant eQTL
t97_mean	II	38586	C06A5.8a.1	0.004986325263061763	0.875	NA	NA	NA	NA	NA	C06A5.8	306200	Distant eQTL
t97_mean	II	38586	C41H7.6.2	0.00415829076644615	0.875	NA	NA	NA	NA	NA	lido-9	3052938	Local eQTL
t97_mean	II	38586	F36H5.14.1	0.009551592564055042	0.878	NA	NA	NA	NA	NA	F36H5.14	1612208	Local eQTL
t97_mean	II	38586	Y47H10A.6	4.5689843125420895e-4	0.878	NA	NA	NA	NA	NA	Y47H10A.6	732532	Distant eQTL
t97_mean	II	38586	F54A3.6b.1	0.008962506759144713	0.879	NA	NA	NA	NA	NA	F54A3.6	1489680	Local eQTL
t97_mean	II	38586	T28C6.6.1	0.00200065790801648	0.882	NA	NA	NA	NA	NA	col-3	946924	Distant eQTL
t97_mean	II	38586	C04A11.1a.1	0.0012496096423445242	0.883	NA	NA	NA	NA	NA	C04A11.1	1186497	Distant eQTL
t97_mean	II	38586	W04H10.4a.1	0.0020729964392391304	0.883	NA	NA	NA	NA	NA	clec-118	1408380	Local eQTL
t97_mean	II	38586	ZK250.5	0.007479101940708191	0.884	NA	NA	NA	NA	NA	math-47	1186497	Local eQTL
t97_mean	II	38586	F45C12.7.1	0.001757525954925574	0.885	NA	NA	NA	NA	NA	btb-6	921473	Local eQTL
t97_mean	II	38586	F46C8.8.2	0.00538488113386547	0.885	NA	NA	NA	NA	NA	F46C8.8	946924	Distant eQTL
t97_mean	II	38586	F20A1.7b.1	0.001646831396991561	0.888	NA	NA	NA	NA	NA	twk-11	946924	Distant eQTL
t97_mean	II	38586	F08B4.1b.1	0.003543026648713212	0.889	NA	NA	NA	NA	NA	ints-6	946924	Distant eQTL
t97_mean	II	38586	C17G1.6a.1	0.003788579307802018	0.89	NA	NA	NA	NA	NA	nas-37	946924	Distant eQTL
t97_mean	II	38586	T07D3.4a.1	0.0011333604467909282	0.89	NA	NA	NA	NA	NA	T07D3.4	898250	Local eQTL
t97_mean	II	38586	T11F8.1.1	0.0010748465929904232	0.89	NA	NA	NA	NA	NA	T11F8.1	1395392	Distant eQTL
t97_mean	II	38586	T27B1.2.2	0.003357967326468925	0.892	NA	NA	NA	NA	NA	pat-9	595411	Distant eQTL
t97_mean	II	38586	B0496.3a.1	0.0020607380380377074	0.893	NA	NA	NA	NA	NA	unc-82	946924	Distant eQTL
t97_mean	II	38586	C24G7.2.1	0.0027528497677162347	0.9	NA	NA	NA	NA	NA	acd-1	946924	Distant eQTL
t97_mean	II	38586	F33H12.1.1	0.0037800176679888132	0.9	NA	NA	NA	NA	NA	F33H12.1	2219377	Local eQTL
t97_mean	II	38586	F10G2.11	0.00252508021203724	0.902	NA	NA	NA	NA	NA	F10G2.11	946924	Distant eQTL
t97_mean	II	38586	F45D11.9.1	0.0028440805040297204	0.903	NA	NA	NA	NA	NA	fbxc-42	980171	Local eQTL
t97_mean	II	38586	B0393.5.1	0.004131926631557327	0.906	NA	NA	NA	NA	NA	B0393.5	946924	Distant eQTL
t97_mean	II	38586	F49E12.8.1	5.943181294404266e-4	0.906	NA	NA	NA	NA	NA	F49E12.8	946924	Distant eQTL
t97_mean	II	38586	K01A2.8d.1	0.0022804723134953265	0.907	NA	NA	NA	NA	NA	mps-2	306200	Local eQTL
t97_mean	II	38586	F12E12.11.1	0.004295030864842952	0.909	NA	NA	NA	NA	NA	F12E12.11	384496	Distant eQTL
t97_mean	II	38586	C33C12.9.1	0.0034760090545139966	0.91	NA	NA	NA	NA	NA	mtq-2	2196441	Local eQTL
t97_mean	II	38586	R07C3.2a.1	5.986478634893006e-4	0.91	NA	NA	NA	NA	NA	fbxc-36	935213	Local eQTL
t97_mean	II	38586	R03G5.2.2	0.0011776527284270868	0.911	NA	NA	NA	NA	NA	sek-1	209512	Distant eQTL
t97_mean	II	38586	C16C4.9	0.002371779921280982	0.912	NA	NA	NA	NA	NA	math-17	1521913	Local eQTL
t97_mean	II	38586	F18F11.3g.1	2.9629118826870923e-4	0.912	NA	NA	NA	NA	NA	cdh-8	946924	Distant eQTL
t97_mean	II	38586	C50D2.8b.1	6.771690483201533e-4	0.914	NA	NA	NA	NA	NA	C50D2.8	1158584	Distant eQTL
t97_mean	II	38586	F29C12.1b.1	0.0038423552076371163	0.915	NA	NA	NA	NA	NA	pqn-32	551358	Distant eQTL
t97_mean	II	38586	F54E12.3.1	0.0030720086532689318	0.919	NA	NA	NA	NA	NA	his-56	671347	Distant eQTL
t97_mean	II	38586	T22D2.1.1	0.0014579347091791496	0.919	NA	NA	NA	NA	NA	vab-19	946924	Distant eQTL
t97_mean	II	38586	F58A4.11.1	1.8142333442359976e-4	0.92	NA	NA	NA	NA	NA	gei-13	946924	Distant eQTL
t97_mean	II	38586	Y16E11A.4.1	0.0014563664621341913	0.92	NA	NA	NA	NA	NA	Y16E11A.4	1166303	Local eQTL
t97_mean	II	38586	F09C6.4	3.508888279108723e-4	0.921	NA	NA	NA	NA	NA	srp-10	946924	Distant eQTL
t97_mean	II	38586	W09B6.3c.1	0.0017623796154897997	0.921	NA	NA	NA	NA	NA	eri-3	1091173	Local eQTL
t97_mean	II	38586	Y43F8B.2b.2	7.60233612635268e-4	0.921	NA	NA	NA	NA	NA	Y43F8B.2	1186497	Distant eQTL
t97_mean	II	38586	B0035.9.1	0.0030720086532689318	0.922	NA	NA	NA	NA	NA	his-46	671347	Distant eQTL
t97_mean	II	38586	H24G06.1a.1	3.43701495753121e-4	0.922	NA	NA	NA	NA	NA	H24G06.1	1186497	Distant eQTL
t97_mean	II	38586	Y47G7B.2.1	0.003780782484326861	0.922	NA	NA	NA	NA	NA	Y47G7B.2	2716732	Local eQTL
t97_mean	II	38586	C50D2.6a.1	0.004704010294369791	0.927	NA	NA	NA	NA	NA	C50D2.6	799753	Local eQTL
t97_mean	II	38586	ZC204.12.1	0.001902630474999165	0.928	NA	NA	NA	NA	NA	ZC204.12	1464906	Local eQTL
t97_mean	II	38586	C41G11.3a.2	0.0011916524260641291	0.929	NA	NA	NA	NA	NA	rgs-6	499521	Distant eQTL
t97_mean	II	38586	F42G2.2b.2	0.0037075777515617947	0.932	NA	NA	NA	NA	NA	F42G2.2	2227220	Local eQTL
t97_mean	II	38586	K02E7.12.1	0.0037005325402370295	0.932	NA	NA	NA	NA	NA	K02E7.12	1074233	Local eQTL
t97_mean	II	38586	Y11D7A.1	1.975394819011609e-4	0.934	NA	NA	NA	NA	NA	Y11D7A.1	946924	Distant eQTL
t97_mean	II	38586	ZC204.3.1	6.700869623774331e-4	0.934	NA	NA	NA	NA	NA	btb-12	1616261	Local eQTL
t97_mean	II	38586	C09D4.4b.1	0.002310118535443108	0.94	NA	NA	NA	NA	NA	C09D4.4	749717	Distant eQTL
t97_mean	II	38586	Y57G11C.18	0.0011251667788215417	0.94	NA	NA	NA	NA	NA	Y57G11C.18	2458227	Distant eQTL
t97_mean	II	38586	Y51H7C.1.2	3.5242338111489977e-4	0.943	NA	NA	NA	NA	NA	Y51H7C.1	1367095	Local eQTL
t97_mean	II	38586	Y22D7AR.5.1	0.00256749527314129	0.946	NA	NA	NA	NA	NA	glb-30	946924	Distant eQTL
t97_mean	II	38586	W05B2.1.2	0.002559751325971173	0.948	NA	NA	NA	NA	NA	col-94	946924	Distant eQTL
t97_mean	II	38586	C33C12.11.1	0.0040292171738591	0.951	NA	NA	NA	NA	NA	C33C12.11	2194057	Local eQTL
t97_mean	II	38586	K04G2.7a.1	0.0019420063626309288	0.951	NA	NA	NA	NA	NA	K04G2.7	946924	Distant eQTL
t97_mean	II	38586	ZC204.16	4.32654245568507e-4	0.951	NA	NA	NA	NA	NA	fbxb-27	1612208	Local eQTL
t97_mean	II	38586	R07C3.6.1	4.026340184135107e-4	0.958	NA	NA	NA	NA	NA	fbxc-28	946924	Local eQTL
t97_mean	II	38586	F55G11.1.1	5.279233626357361e-4	0.961	NA	NA	NA	NA	NA	F55G11.1	1100853	Distant eQTL
t97_mean	II	38586	Y43C5B.2.1	1.9247465744026942e-4	0.963	NA	NA	NA	NA	NA	Y43C5B.2	946924	Distant eQTL
t97_mean	II	38586	C08F1.4a.2	0.0049198064160299775	0.964	NA	NA	NA	NA	NA	math-3	1180779	Local eQTL
t97_mean	II	38586	C46F9.2.1	0.001607411798448786	0.967	NA	NA	NA	NA	NA	math-23	2439617	Local eQTL
t97_mean	II	38586	F23F1.5.1	7.412899529847781e-5	0.967	NA	NA	NA	NA	NA	F23F1.5	541722	Local eQTL
t97_mean	II	38586	F59H6.8.1	7.016292902237879e-4	0.967	NA	NA	NA	NA	NA	bath-21	2188385	Local eQTL
t97_mean	II	38586	C33C12.5.1	3.315967616121539e-4	0.968	NA	NA	NA	NA	NA	fbxb-38	2112565	Local eQTL
t97_mean	II	38586	R07C3.13a.1	6.126963454204527e-4	0.968	NA	NA	NA	NA	NA	R07C3.13	1435693	Local eQTL
t97_mean	II	38586	F58E10.4.1	0.0013781608396549372	0.974	NA	NA	NA	NA	NA	aip-1	473231	Distant eQTL
t97_mean	II	38586	M03F4.6.2	8.511500917970858e-4	0.974	NA	NA	NA	NA	NA	M03F4.6	715409	Distant eQTL
t97_mean	II	38586	T13B5.9.1	0.0015606340517301804	0.974	NA	NA	NA	NA	NA	T13B5.9	1075610	Local eQTL
t97_mean	II	38586	C08F11.14	8.003287283392784e-5	0.976	NA	NA	NA	NA	NA	C08F11.14	946924	Distant eQTL
t97_mean	II	38586	C23F12.1u.1	3.7231615153109174e-4	0.978	NA	NA	NA	NA	NA	fln-2	946924	Distant eQTL
t97_mean	II	38586	C40D2.3.1	9.870285118376949e-4	0.979	NA	NA	NA	NA	NA	math-21	1612208	Local eQTL
t97_mean	II	38586	ZC204.9.1	3.116309402209105e-4	0.98	NA	NA	NA	NA	NA	fbxb-20	1250171	Local eQTL
t97_mean	II	38586	T11F9.6.1	3.0202012697786427e-4	0.981	NA	NA	NA	NA	NA	nas-22	946924	Distant eQTL
t97_mean	II	38586	T07D3.4b.1	2.8127754932680336e-4	0.983	NA	NA	NA	NA	NA	T07D3.4	808667	Local eQTL
t97_mean	II	38586	Y48G8AR.1a.2	6.553305300878565e-4	0.983	NA	NA	NA	NA	NA	grh-1	9780	Distant eQTL
t97_mean	II	38586	Y61A9LA.7a.1	3.935304865879767e-4	0.983	NA	NA	NA	NA	NA	Y61A9LA.7	946924	Distant eQTL
t97_mean	II	38586	C24G6.7.1	5.705069852579399e-4	0.984	NA	NA	NA	NA	NA	grl-1	946924	Distant eQTL
t97_mean	II	38586	F59E12.4a.2	4.744939838435008e-4	0.988	NA	NA	NA	NA	NA	npl-4.1	5544015	Local eQTL
t97_mean	II	38586	F40B1.2	4.650931589767491e-4	0.989	NA	NA	NA	NA	NA	bath-18	2514462	Local eQTL
t97_mean	II	38586	ZC204.7.1	4.5280835950918595e-4	0.989	NA	NA	NA	NA	NA	fbxb-15	1611691	Local eQTL
t97_mean	II	38586	Y47H10A.2.1	1.0746024394300679e-4	0.991	NA	NA	NA	NA	NA	Y47H10A.2	914265	Distant eQTL
t97_mean	II	38586	W06H8.4	2.2461877056014607e-4	0.992	NA	NA	NA	NA	NA	W06H8.4	946924	Distant eQTL
t97_mean	II	38586	C25A6.1.1	9.809503284605856e-7	0.998	NA	NA	NA	NA	NA	C25A6.1	946924	Distant eQTL
t97_mean	II	38586	Y51H7BM.1.1	1.4995198207516687e-7	0.998	NA	NA	NA	NA	NA	math-45	1677238	Local eQTL
t97_mean	II	38586	Y17D7B.1b.1	5.559668235594952e-6	0.999	NA	NA	NA	NA	NA	nhr-231	430729	Distant eQTL
